SEL2	411 VAR CTRL			Date: 06/01	/2015   Tim	e: 20:11:56							
BIG	BLUE 161KV												
													
#	DATE	TIME	VA_MAG	VB_MAG	VC_MAG	MV10	SC01	SC02	P	Q	PF	MV32	MV27
1254	5/28/2015	11:45:02	95083.094	94838.336	95089.992	-10200	0	48	14226.103	-4005.433	0.963	1	0
1253	5/28/2015	11:50:02	95178.492	95042.734	94852.625	-10200	0	48	13836.126	-3004.72	0.977	1	0
1252	5/28/2015	11:55:02	94801.047	94818.633	95173.992	-10200	0	48	13635.267	-3199.063	0.974	1	0
1251	5/28/2015	12:00:02	94770.812	94814.664	95121.367	-10200	0	48	14399.353	-3709.287	0.968	1	0
1250	5/28/2015	12:05:02	94537.055	94800.719	94676.273	-10200	0	48	14617.996	-3804.412	0.968	1	0
1249	5/28/2015	12:10:02	94595.57	94313.516	94418.18	-8700	0	42	14163.736	-1926.439	0.991	1	0
1248	5/28/2015	12:15:02	94159.703	94363.891	94230.57	-3700	0	22	14026.908	-3146.313	0.976	0	0
1247	5/28/2015	12:20:02	93903.367	94136.758	94160.273	1300	0	2	15170.078	-1473.799	0.995	0	0
1246	5/28/2015	12:25:02	94388.445	94555.055	94390.352	5300	14	0	15272.103	5528.856	0.94	0	0
1245	5/28/2015	12:30:02	94731.016	94649.648	95063.531	4050	9	0	14452.531	11536.988	0.782	0	0
1244	5/28/2015	12:35:02	94754.437	94398.891	94541.453	-950	0	11	14123.815	11698.923	0.77	0	0
1243	5/28/2015	12:40:02	94312.203	94345.867	94126.562	-5950	0	31	14910.364	11622.907	0.789	0	0
1242	5/28/2015	12:45:02	93484.117	93176.125	93391.93	-10200	0	48	14688.723	6439.112	0.916	0	0
1241	5/28/2015	12:50:02	92533.109	92755.844	92559.609	-7700	0	38	15967.164	-467.559	1	1	1
1240	5/28/2015	12:55:02	92360.812	92189.648	92103.141	-2950	0	19	19131.254	-713.074	0.999	0	1
1239	5/28/2015	13:00:02	93032.664	92764.641	92869.883	2050	2	0	18991.391	1759.643	0.996	0	1
1238	5/28/2015	13:05:02	93476.617	93632.836	93727.883	-2200	0	16	17537.629	10930.723	0.849	0	0
1237	5/28/2015	13:10:02	93218.906	92921.039	93024.391	-3450	0	21	18729.775	3153.345	0.986	0	0
1236	5/28/2015	13:15:02	92748.602	92598.25	93073.352	1550	0	1	18331.779	3543.165	0.982	0	1
1235	5/28/2015	13:20:02	93404.937	93079.172	93305.453	6050	17	0	19559.689	10064.086	0.889	0	1
1234	5/28/2015	13:25:02	93210.695	93182.586	93583.695	1050	0	3	17757.789	10943.042	0.851	0	0
1233	5/28/2015	13:30:02	93422.562	93325.875	93316.727	-3950	0	23	15463.965	11284.941	0.808	0	0
1232	5/28/2015	13:35:02	92528.484	92641.383	92959.922	-8200	0	40	13794.385	4263.992	0.955	0	0
1231	5/28/2015	13:40:02	92315.141	92046.07	92376.687	-3200	0	20	12099.007	851.056	0.998	0	1
1230	5/28/2015	13:45:02	91964.141	91977.234	92412.039	1550	0	1	10531.14	1189.526	0.994	0	1
1229	5/28/2015	13:50:02	91773.602	92088.227	92069.148	6550	19	0	9007.409	1523.688	0.986	0	1
1228	5/28/2015	13:55:02	91819.711	92116.273	92131.016	11550	39	0	8536.152	1669.615	0.981	1	1
1227	5/28/2015	14:00:02	91847.078	92125.086	92096.047	13800	48	0	7769.92	1814.534	0.974	1	1
1226	5/28/2015	14:05:02	91995.68	91906.641	92325.781	13800	48	0	8045.028	1747.094	0.977	1	1
1225	5/28/2015	14:10:02	91833.148	92035.578	92000.43	13800	48	0	7347.477	1890.767	0.968	1	1
1224	5/28/2015	14:15:02	91759.336	91883.484	92237.43	13800	48	0	6852.163	1830.468	0.966	1	0
1223	5/28/2015	14:20:02	92016.344	91820.727	92004.844	13800	48	0	8083.347	1731.089	0.978	1	1
1222	5/28/2015	14:25:02	91883.422	91873.68	91843.672	13800	48	0	7643.906	1578.468	0.979	1	1
1221	5/28/2015	14:30:02	91552.32	91859.117	91791.547	13800	48	0	8773.315	1553.744	0.985	1	1
1220	5/28/2015	14:35:02	91737.414	91521.141	91910.273	13800	48	0	9428.247	1440.773	0.989	1	1
1219	5/28/2015	14:40:02	91792.086	91561.969	91733.219	13800	48	0	8733.085	1616.055	0.983	1	1
1218	5/28/2015	14:45:02	91564.047	91430.039	91976.406	13800	48	0	8944.96	1466.774	0.987	1	1
1217	5/28/2015	14:50:02	91306.273	91135.008	91687.031	13800	48	0	8657.721	1478.505	0.986	1	1
1216	5/28/2015	14:55:02	91313.844	91043.82	91275.094	13800	48	0	10696.822	1306.842	0.993	1	1
1215	5/28/2015	15:00:02	91289.469	91159.531	91209.141	13800	48	0	9222.257	1393.013	0.989	1	1
1214	5/28/2015	15:05:02	91527.883	91368.297	91485.609	13800	48	0	11333.638	840.113	0.997	1	1
1213	5/28/2015	15:10:02	91206.164	91468.516	91616.836	13800	48	0	10138.94	1455.323	0.99	1	1
1212	5/28/2015	15:15:02	91063.937	90996.914	91490.742	13800	48	0	9817.23	1325.213	0.991	1	1
1211	5/28/2015	15:20:02	91132.164	90856.375	91347.742	13800	48	0	11823.279	835.911	0.998	1	1
1210	5/28/2015	15:25:02	90868.695	90984.898	91348.594	13800	48	0	10838.418	854.449	0.997	1	1
1209	5/28/2015	15:30:02	91154.891	90857.266	91150.508	13800	48	0	10046.366	1329.769	0.991	1	1
1208	5/28/2015	15:35:02	90911.203	90988.625	91344.211	13800	48	0	13299.113	724.143	0.999	1	1
1207	5/28/2015	15:40:02	91254.164	91198.008	91224.891	13800	48	0	14143.023	175.753	1	1	1
1206	5/28/2015	15:45:02	91148.508	90920.25	91372.773	13800	48	0	17865.887	-695.004	0.999	1	1
1205	5/28/2015	15:50:02	90914.242	91133.484	91069.18	13800	48	0	16654.752	-366.216	1	1	1
1204	5/28/2015	15:55:02	91036.539	91031.719	90981.289	13800	48	0	19313.15	-933.179	0.999	1	1
1203	5/28/2015	16:00:02	90923.406	90752.18	91198.484	13800	48	0	18248.043	-628.831	0.999	1	1
1202	5/28/2015	16:05:02	91105.859	90803.156	91230.555	13800	48	0	21084.205	-1695.54	0.997	1	1
1201	5/28/2015	16:10:02	90851.461	91001.219	91275.305	13800	48	0	22661.766	-2299.264	0.995	1	1
1200	5/28/2015	16:15:02	90838.891	90681.141	91135.617	13800	48	0	22753.885	-2320.19	0.995	1	1
1199	5/28/2015	16:20:02	90873.437	90499.852	90949.703	13800	48	0	23752.889	-2588.717	0.994	1	1
1198	5/28/2015	16:25:02	90462.578	90562.211	90852.547	13800	48	0	24746.93	-3404.552	0.991	1	1
1197	5/28/2015	16:30:02	90986.508	90737.43	90794.547	13800	48	0	9136.995	1242.227	0.991	1	1
1196	5/28/2015	16:35:02	90623.086	90557.125	90930.148	13800	48	0	25671.76	-3667.711	0.99	1	1
1195	5/28/2015	16:40:02	90714.539	90364.297	90736.914	13800	48	0	24448.965	-3119.043	0.992	1	1
1194	5/28/2015	16:45:02	90537.906	90773.109	90690.117	13800	48	0	25468.426	-3485.671	0.991	1	1
1193	5/28/2015	16:50:02	90486.555	90635.797	90536.883	13800	48	0	25593.234	-3538.792	0.991	1	1
1192	5/28/2015	16:55:02	90288.367	90325.672	90662.25	13800	48	0	27833.061	-4248.825	0.989	1	1
1191	5/28/2015	17:00:02	90453	90545.125	90388.492	13800	48	0	25628.508	-3580.093	0.99	1	1
1190	5/28/2015	17:05:02	91511.305	91768.328	91734.789	13800	48	0	26333.18	-3655.357	0.991	1	1
1189	5/28/2015	17:10:02	92024.211	91734.258	91988.992	13800	48	0	26362.984	-3786.344	0.99	1	1
1188	5/28/2015	17:15:02	91720.57	91809.266	92112.969	13800	48	0	28021.154	-4765.412	0.986	1	1
1187	5/28/2015	17:20:02	91738.828	91942.672	92013.312	13800	48	0	27581.395	-4340.893	0.988	1	1
1186	5/28/2015	17:25:02	92109.641	91841.469	91930.75	13800	48	0	28528.971	-4695.851	0.987	1	1
1185	5/28/2015	17:30:02	91933.859	92179.203	92246.68	13800	48	0	28951.844	-4939.79	0.986	1	1
1184	5/28/2015	17:35:02	92165.742	91844.156	92210.133	13800	48	0	29389.572	-5139.182	0.985	1	1
1183	5/28/2015	17:40:02	92125.547	91793.07	92153.586	13800	48	0	28225.84	-4842.692	0.986	1	1
1182	5/28/2015	17:45:02	91962.602	91958.367	92374.18	13800	48	0	28186.328	-4689.771	0.986	1	1
1181	5/28/2015	17:50:02	92207.859	91953.203	92040.922	13800	48	0	28733.365	-4701.463	0.987	1	1
1180	5/28/2015	17:55:02	92061.914	92279.437	92399.039	13800	48	0	29079.895	-4986.17	0.986	1	1
1179	5/28/2015	18:00:02	92398.172	92370.281	92339.797	13800	48	0	28519.25	-4365.327	0.988	1	1
1178	5/28/2015	18:05:02	92615.297	92311.453	92688.445	13800	48	0	30986.025	-5855.978	0.983	1	1
1177	5/28/2015	18:10:02	92631.75	92429.859	92572.094	13800	48	0	28794.854	-4705.384	0.987	1	1
1176	5/28/2015	18:15:02	92536.828	92366.352	92514.461	13800	48	0	26901.518	-4232.392	0.988	1	1
1175	5/28/2015	18:20:02	92380.984	92522.703	92444.602	13800	48	0	26557.74	-3654.168	0.991	1	1
1174	5/28/2015	18:25:02	92396.141	92538.508	92766.117	13800	48	0	24881.553	-2860.612	0.993	1	1
1173	5/28/2015	18:30:02	92277.242	92361.117	92735.703	13800	48	0	25495.943	-2833.029	0.994	1	1
1172	5/28/2015	18:35:02	92246.406	92202.586	92663.352	13800	48	0	21654.309	-1891.317	0.996	1	1
1171	5/28/2015	18:40:02	92232.227	92236.141	92210.148	13800	48	0	24692.479	-3256.422	0.991	1	1
1170	5/28/2015	18:45:02	91903.18	92158.945	92282.453	13800	48	0	25214.941	-3204.885	0.992	1	1
1169	5/28/2015	18:50:02	91947.687	92134.453	92076.078	13800	48	0	26458.652	-3667.384	0.991	1	1
1168	5/28/2015	18:55:02	91986.43	91999.93	91841.789	13800	48	0	25142.475	-3294.037	0.992	1	1
1167	5/28/2015	19:00:02	92082.562	91803.367	91951.117	13800	48	0	26970.135	-3930.464	0.99	1	1
1166	5/28/2015	19:05:02	91696.922	91752.344	92155.945	13800	48	0	31466.936	-5926.552	0.983	1	1
1165	5/28/2015	19:10:02	91839.742	91576.562	91900.359	13800	48	0	29204.369	-5000.279	0.986	1	1
1164	5/28/2015	19:15:02	91275.695	91088.266	91184.219	13800	48	0	30733.84	-5984.106	0.982	1	1
1163	5/28/2015	19:20:02	90980.937	90707.617	91116.734	13800	48	0	30799.525	-5932.849	0.982	1	1
1162	5/28/2015	19:25:02	91079.195	91172.352	91118.898	13800	48	0	31555.143	-6210.092	0.981	1	1
1161	5/28/2015	19:30:02	91868.312	91537.469	91865.367	13800	48	0	29611.096	-4989.55	0.986	1	1
1160	5/28/2015	19:35:02	91788.891	91988.992	92214.352	13800	48	0	26911.531	-4062.537	0.989	1	1
1159	5/28/2015	19:40:02	92189.766	91992.586	92429.562	13800	48	0	29720.592	-4989.055	0.986	1	1
1158	5/28/2015	19:45:02	91577.5	91733.477	92036.687	13800	48	0	28318.123	-4450.306	0.988	1	1
1157	5/28/2015	19:50:02	91586.937	91490.18	91501.695	13800	48	0	26788.396	-3840.666	0.99	1	1
1156	5/28/2015	19:55:02	91860.883	91555.578	91825.422	13800	48	0	28022.779	-4323.703	0.988	1	1
1155	5/28/2015	20:00:02	91644.984	91397.117	91879.453	13800	48	0	26334.895	-3918.896	0.989	1	1
1154	5/28/2015	20:05:02	91713.805	91592.242	91627.367	13800	48	0	26604.434	-3979.87	0.989	1	1
1153	5/28/2015	20:10:02	91719.391	91460.172	91540.336	13800	48	0	25103.768	-3342.004	0.991	1	1
1152	5/28/2015	20:15:02	91671.898	91839.055	91810.391	13800	48	0	27786.309	-4370.084	0.988	1	1
1151	5/28/2015	20:20:02	91803.469	91505.219	91981.039	13800	48	0	22426.635	-2224.01	0.995	1	1
1150	5/28/2015	20:25:02	91760.234	91800.703	91715.789	13800	48	0	23895.312	-2840.753	0.993	1	1
1149	5/28/2015	20:30:02	91693.094	91409.656	91829.867	13800	48	0	25621.248	-3162.773	0.992	1	1
1148	5/28/2015	20:35:02	91473.516	91520.867	91547.82	13800	48	0	25452.885	-3700.854	0.99	1	1
1147	5/28/2015	20:40:02	91317.422	91376.391	91374.977	13800	48	0	26746.674	-4076.833	0.989	1	1
1146	5/28/2015	20:45:02	91277.82	91461.531	91748.445	13800	48	0	28460.117	-4824.278	0.986	1	1
1145	5/28/2015	20:50:02	91626.359	91680.406	91648.148	13800	48	0	31279.625	-5929.032	0.983	1	1
1144	5/28/2015	20:55:02	91476.461	91638.352	91976.742	13800	48	0	28858.98	-4911.142	0.986	1	1
1143	5/28/2015	21:00:02	91753.844	91509.008	91988.766	13800	48	0	27253.967	-4109.319	0.989	1	1
1142	5/28/2015	21:05:02	91695.391	91664.914	92092.922	13800	48	0	30427.396	-5487.361	0.984	1	1
1141	5/28/2015	21:10:02	91796.062	91964.687	91975.937	13800	48	0	32440.299	-6434.662	0.981	1	1
1140	5/28/2015	21:15:02	92082.828	92227.852	92167.812	13800	48	0	28186.137	-4236.923	0.989	1	1
1139	5/28/2015	21:20:02	91985.273	91941.852	91908.875	13800	48	0	26119.02	-3494.15	0.991	1	1
1138	5/28/2015	21:25:01	91847.734	91662.734	92141.062	13800	48	0	26199.031	-3373.064	0.992	1	1
1137	5/28/2015	21:30:01	92062.43	91838.469	92304.773	13800	48	0	27097.451	-4077.441	0.989	1	1
1136	5/28/2015	21:35:01	91959.508	91847.5	92325.617	13800	48	0	27702.674	-4166.59	0.989	1	1
1135	5/28/2015	21:40:02	91973.773	92021.148	91966.266	13800	48	0	29394.867	-5157.12	0.985	1	1
1134	5/28/2015	21:45:02	91524.227	91531.836	91908.789	13800	48	0	32036.879	-6122.345	0.982	1	1
1133	5/28/2015	21:50:02	91481.25	91738.555	91782.477	13800	48	0	30866.609	-5933.568	0.982	1	1
1132	5/28/2015	21:55:03	91728.953	91782.641	91698.016	13800	48	0	29763.594	-5158.245	0.985	1	1
1131	5/28/2015	22:00:02	91798.062	91580.273	92036.977	13800	48	0	30511.129	-5536.864	0.984	1	1
1130	5/28/2015	22:05:02	91762.492	91511.172	91978.641	13800	48	0	33373.285	-6747.782	0.98	1	1
1129	5/28/2015	22:10:02	91594.141	91824.234	91821.93	13800	48	0	29933.785	-5409.453	0.984	1	1
1128	5/28/2015	22:15:02	91815.172	91531.523	91773.937	13800	48	0	31663.758	-6124.335	0.982	1	1
1127	5/28/2015	22:20:02	91883.031	92107.648	92024.922	13800	48	0	32558.246	-6254.561	0.982	1	1
1126	5/28/2015	22:25:02	92093.312	92023.469	91976.469	13800	48	0	33998.426	-7228.018	0.978	1	1
1125	5/28/2015	22:30:03	92196.922	92010.641	92369.797	13800	48	0	33208.477	-6944.564	0.979	1	1
1124	5/28/2015	22:35:02	92449.258	92278.039	92629.117	13800	48	0	31809.375	-6189.354	0.982	1	1
1123	5/28/2015	22:40:02	92492.07	92706.523	92542.453	13800	48	0	31705.49	-6138.377	0.982	1	1
1122	5/28/2015	22:45:02	92986.336	93192.094	93068.812	13800	48	0	33986.621	-7009.931	0.979	1	0
1121	5/28/2015	22:50:02	93247.742	92912.086	93127.445	13800	48	0	34305.125	-6803.789	0.981	1	0
1120	5/28/2015	22:55:03	93240.102	92975.984	93419.352	13800	48	0	34260.602	-6832.605	0.981	1	0
1119	5/28/2015	23:00:02	94488.836	94584.531	94874.648	13800	48	0	34443.051	1288.698	0.999	1	0
1118	5/28/2015	23:05:02	94905.258	94755	94702.273	13800	48	0	33536.008	1735.398	0.999	1	0
1117	5/28/2015	23:10:02	94477.766	94291.594	94732.523	13800	48	0	34240.129	-19.155	1	1	0
1116	5/28/2015	23:15:03	94241.672	94428.172	94307.883	13800	48	0	34242.18	-897.39	1	1	0
1115	5/28/2015	23:20:02	94262.516	94362.852	94218.336	13800	48	0	33747.383	891.586	1	1	0
1114	5/28/2015	23:25:03	94103.648	94259.828	94351.812	13800	48	0	33605.387	852.123	1	1	0
1113	5/28/2015	23:30:02	94137.797	93755	94076.812	13800	48	0	32021.789	547.636	1	1	0
1112	5/28/2015	23:35:02	93939.773	94082.109	94254.523	13800	48	0	33979.055	1005.125	1	1	0
1111	5/28/2015	23:40:03	93765.75	93904.562	94123.117	13800	48	0	34128.191	-671.336	1	1	0
1110	5/28/2015	23:45:03	94181.93	93891.172	94092.016	13800	48	0	33840.469	104.79	1	1	0
1109	5/28/2015	23:50:03	94302.164	94281.273	94128.281	13800	48	0	33146.094	1073.991	0.999	1	0
1108	5/28/2015	23:55:02	94464.883	94302.492	94761.617	13800	48	0	34324.609	752.799	1	1	0
1107	5/29/2015	0:00:02	94672.664	94280.82	94492.906	13800	48	0	34375.684	813.928	1	1	0
1106	5/29/2015	0:05:03	94298.539	94469.766	94401.32	13800	48	0	33234.793	-171.068	1	1	0
1105	5/29/2015	0:10:02	94677.141	94449.352	94436.125	13800	48	0	33788.66	273.151	1	1	0
1104	5/29/2015	0:15:02	94706.562	94696.977	94582.469	13800	48	0	32723.187	1314.97	0.999	1	0
1103	5/29/2015	0:20:03	94639.156	94465.57	94855.562	13800	48	0	34069.941	1063.043	1	1	0
1102	5/29/2015	0:25:02	95186.977	94887.805	95062.766	11300	38	0	34716.586	836.761	1	1	0
1101	5/29/2015	0:30:02	95167.641	95149.391	95426.32	6300	18	0	33923.391	1221.481	0.999	1	0
1100	5/29/2015	0:35:03	95762.828	95392.039	95552.789	1300	0	2	34644.906	824.879	1	0	0
1099	5/29/2015	0:40:02	95772.664	95890.953	95633.141	-3700	0	22	34039.953	610.704	1	0	0
1098	5/29/2015	0:45:02	95451.867	95350.156	95201.672	-8700	0	42	34517.27	-2707.759	0.997	1	0
1097	5/29/2015	0:50:02	94854.297	95036.758	94811.969	-10200	0	48	34079.012	-8476.732	0.97	0	0
1096	5/29/2015	0:55:03	94779.477	94677.375	95052.023	-10200	0	48	33625.305	-9010.272	0.966	0	0
1095	5/29/2015	1:00:02	95168.961	94912.75	94897.805	-10200	0	48	34283.816	-9442.259	0.964	0	0
1094	5/29/2015	1:05:02	95169.359	94975.055	94915.219	-10200	0	48	34168.516	-7740.179	0.975	0	0
1093	5/29/2015	1:10:03	94673.711	94862.211	94813.602	-10200	0	48	33727.684	-8567.423	0.969	0	0
1092	5/29/2015	1:15:03	94708.078	94799.687	95004.625	-10200	0	48	34136.223	-8749.913	0.969	0	0
1091	5/29/2015	1:20:02	95092.883	94878.555	94854.008	-10200	0	48	33895.512	-8172.252	0.972	0	0
1090	5/29/2015	1:25:02	94978.773	94650.344	94798.008	-10200	0	48	33115.488	-8251.293	0.97	0	0
1089	5/29/2015	1:30:02	94743.508	94479.547	94920.156	-10200	0	48	34186.664	-9189.252	0.966	0	0
1088	5/29/2015	1:35:02	94654.477	94480.289	94439.008	-10200	0	48	34621.508	-7648.709	0.976	0	0
1087	5/29/2015	1:40:03	94464.742	94438.82	94790.344	-10200	0	48	34609.059	-8754.604	0.969	0	0
1086	5/29/2015	1:45:02	94909.25	94613.078	94945.773	-10200	0	48	34615.777	-8207.891	0.973	0	0
1085	5/29/2015	1:50:02	94746.562	94894.336	94692.055	-10200	0	48	33902.574	-9121.553	0.966	0	0
1084	5/29/2015	1:55:03	94984.711	94662.844	94964.508	-10200	0	48	34224.52	-8824.298	0.968	0	0
1083	5/29/2015	2:00:02	95020.305	94851.562	95263.508	-10200	0	48	34016.824	-8235.937	0.972	0	0
1082	5/29/2015	2:05:02	95232.687	94872.445	95022.672	-10200	0	48	34786.742	-8977.768	0.968	0	0
1081	5/29/2015	2:10:02	95028.648	94773.469	94856.484	-10200	0	48	34106.262	-8731.697	0.969	0	0
1080	5/29/2015	2:15:03	95355.766	95202.977	95128.828	-10200	0	48	33565.004	-8148.262	0.972	0	0
1079	5/29/2015	2:20:02	95005.375	95111.492	94933.227	-10200	0	48	33997.926	-9403.353	0.964	0	0
1078	5/29/2015	2:25:02	95060.383	94873.492	95233.25	-10200	0	48	32810.723	-9510.508	0.96	0	0
1077	5/29/2015	2:30:03	94946.711	94906.672	95235.367	-10200	0	48	33365.895	-9069.539	0.965	0	0
1076	5/29/2015	2:35:02	95260.508	95057.805	95372.961	-10200	0	48	32995.148	-8375.067	0.969	0	0
1075	5/29/2015	2:40:02	95280.375	94932.773	95138.984	-10200	0	48	33811.621	-8293.525	0.971	0	0
1074	5/29/2015	2:45:03	94905.992	95150.664	95045.672	-10200	0	48	33170	-8547.894	0.968	0	0
1073	5/29/2015	2:50:02	94996.453	94661.547	95033.922	-10200	0	48	32855.211	-8096.537	0.971	0	0
1072	5/29/2015	2:55:02	95098.555	95268.508	95045.586	-10200	0	48	32414.334	-8026.535	0.971	0	0
1071	5/29/2015	3:00:03	95071.375	94931.617	95328.398	-10200	0	48	32367.914	-9796.306	0.957	0	0
1070	5/29/2015	3:05:02	95468.602	95158.883	95339.469	-10200	0	48	28785.895	-7847.227	0.965	0	0
1069	5/29/2015	3:10:03	95276.133	95086.5	95287.555	-10200	0	48	31763.723	-8217.594	0.968	0	0
1068	5/29/2015	3:15:02	94986.523	95205.805	95023.555	-10200	0	48	32631.621	-7646.768	0.974	0	0
1067	5/29/2015	3:20:03	95057.852	95403.289	95342.539	-10200	0	48	33052.082	-7729.619	0.974	0	0
1066	5/29/2015	3:25:03	95283	95041.156	95402.914	-10200	0	48	33825.02	-8614.359	0.969	0	0
1065	5/29/2015	3:30:03	95716.031	95519.406	95697.766	-10200	0	48	32733.852	-8478.114	0.968	0	0
1064	5/29/2015	3:35:02	95485.977	95814.789	95856.477	-10200	0	48	31710.566	-8663.354	0.965	0	0
1063	5/29/2015	3:40:02	95632.312	95930.062	95906.641	-10200	0	48	30241.549	-8852.276	0.96	0	0
1062	5/29/2015	3:45:03	95434.766	95521.773	95900.172	-10200	0	48	29553.596	-7134.017	0.972	0	0
1061	5/29/2015	3:50:03	95216.547	95599.43	95548.719	-10200	0	48	27765.576	-6493.251	0.974	0	0
1060	5/29/2015	3:55:03	95640.516	95376.812	95501.555	-10200	0	48	29161.1	-7414.601	0.969	0	0
1059	5/29/2015	4:00:02	95602.437	95732.672	95557.523	-10200	0	48	27823.354	-8080.442	0.96	0	0
1058	5/29/2015	4:05:03	95795.375	95624.711	95990.758	-10200	0	48	26449.271	-6807.08	0.968	0	0
1057	5/29/2015	4:10:03	95756.445	95569.086	95766.93	-10200	0	48	24560.117	-8095.686	0.95	0	0
1056	5/29/2015	4:15:03	95831.602	95516.008	95731.391	-10200	0	48	24796.146	-7010.28	0.962	0	0
1055	5/29/2015	4:20:03	95817.922	95633.039	95704.773	-10200	0	48	24364.086	-7331.623	0.958	0	0
1054	5/29/2015	4:25:03	95714.977	95485.477	95752.055	-10200	0	48	22113.158	-7435.279	0.948	0	0
1053	5/29/2015	4:30:03	95762.531	96057.023	95791.844	-10200	0	48	21341.23	-7503.031	0.943	0	0
1052	5/29/2015	4:35:03	95636.102	95984.492	96037.055	-10200	0	48	19048.906	-6745.229	0.943	0	0
1051	5/29/2015	4:40:03	95934.227	95828.133	95761.102	-10200	0	48	18619.811	-6364.399	0.946	0	0
1050	5/29/2015	4:45:03	96006.5	95978.305	95822.125	-10200	0	48	25784.52	-8376.02	0.951	0	0
1049	5/29/2015	4:50:02	96031.203	95897.203	96336.367	-10200	0	48	22293.775	-7015.563	0.954	0	0
1048	5/29/2015	4:55:03	95928.219	96022.484	95936.414	-10200	0	48	22440.648	-7133.223	0.953	0	0
1047	5/29/2015	5:00:03	95851.016	95936.312	96268.008	-10200	0	48	23075.486	-6764.213	0.96	0	0
1046	5/29/2015	5:05:03	96252.781	95967.477	96185.398	-10200	0	48	21652.582	-6489.166	0.958	0	0
1045	5/29/2015	5:10:03	96005.469	95943	96322.164	-10200	0	48	24898.609	-6961.764	0.963	0	0
1044	5/29/2015	5:15:02	96133.352	96137.078	95994	-10200	0	48	26411.264	-7517.995	0.962	0	0
1043	5/29/2015	5:20:02	96018.437	96246.742	96409.844	-10200	0	48	22742.645	-6494.164	0.962	0	0
1042	5/29/2015	5:25:03	95890.766	96188.047	96297.234	-10200	0	48	18237.693	-6873.635	0.936	0	0
1041	5/29/2015	5:30:02	96275.852	95981.773	96177.852	-10200	0	48	14836.585	-6447.691	0.917	0	0
1040	5/29/2015	5:35:03	95914.797	95813.773	96143.25	-10200	0	48	12435.691	-5239.386	0.922	0	0
1039	5/29/2015	5:40:03	96062.547	96229.031	96028.602	-10200	0	48	9542.3	-4678.626	0.898	0	0
1038	5/29/2015	5:45:03	96111.875	96041.266	96390.219	-7950	0	39	7768.185	-3460.661	0.913	0	0
1037	5/29/2015	5:50:03	96234.398	95972.211	96182.922	-2950	0	19	7168.214	-4561.618	0.844	0	0
1036	5/29/2015	5:55:03	96309.414	96424.156	96205.094	2050	1	0	5904.771	-4488.382	0.796	0	0
1035	5/29/2015	6:00:03	96741.891	96598.242	96571.492	7050	21	0	4627.368	-4018.692	0.755	0	0
1034	5/29/2015	6:05:03	96790.523	97052.266	96882.172	5300	14	0	4662.679	-1007.221	0.977	0	0
1033	5/29/2015	6:10:03	97381.578	97413.664	97248.141	550	0	5	4774.626	9279.191	0.458	0	0
1032	5/29/2015	6:15:03	97162.5	97557.164	97444.383	-4450	0	25	4452.795	8998.074	0.444	0	0
1031	5/29/2015	6:20:03	96461.805	96233.047	96374.844	-3950	0	23	5408.857	-4204.979	0.789	0	0
1030	5/29/2015	6:25:03	96460.375	96452.789	96273.203	1050	0	3	6447.373	-5191.272	0.779	0	0
1029	5/29/2015	6:30:03	97661.109	97660.992	97989.781	4300	10	0	6346.297	9293.676	0.564	0	0
1028	5/29/2015	6:35:03	97735.539	97939.719	97658.367	-700	0	10	6041.177	9295.1	0.545	0	0
1027	5/29/2015	6:40:03	97709.602	98015.57	98031.867	-5700	0	30	6673.92	9342.855	0.581	0	0
1026	5/29/2015	6:45:03	96360.281	96554.523	96276.859	-10200	0	48	7329.219	-2943.773	0.928	1	0
1025	5/29/2015	6:50:02	96084.5	96265.531	96516.969	-5200	0	28	7642.515	-3919.018	0.89	0	0
1024	5/29/2015	6:55:03	96210.898	96605.711	96414.844	-450	0	9	7724.51	-3922.67	0.892	0	0
1023	5/29/2015	7:00:03	97339.961	97097.891	97255.414	-450	0	9	7634.833	4962.066	0.838	0	0
1022	5/29/2015	7:05:03	96235.312	96357.75	96620.375	-4700	0	26	8014.112	-4968.994	0.85	1	0
1021	5/29/2015	7:10:02	96429.703	96392.305	96619.914	300	0	6	9384.69	-4739.726	0.893	0	0
1020	5/29/2015	7:15:03	97567.367	97542.352	97424.602	-2700	0	18	9444.368	7673.782	0.776	0	0
1019	5/29/2015	7:20:03	96688.734	96452.539	96624.031	-5200	0	28	9248.966	-4140.394	0.913	0	0
1018	5/29/2015	7:25:03	96537.508	96409.609	96609.094	-200	0	8	9088.822	-4888.321	0.881	0	0
1017	5/29/2015	7:30:03	97274.445	97110.539	97324.844	-200	0	8	9270.732	4204.494	0.911	0	0
1016	5/29/2015	7:35:03	97477.562	97275.047	97495.937	-5200	0	28	9330.014	5584.552	0.858	0	0
1015	5/29/2015	7:40:03	96306.609	96695.562	96542.187	-2700	0	18	8876.563	-4273.276	0.901	0	0
1014	5/29/2015	7:45:03	96442.672	96520.422	96770.625	2050	1	0	8734.989	-3442.05	0.93	1	0
1013	5/29/2015	7:50:03	97558.219	97737.102	97925.039	-2200	0	16	8851.177	9700.762	0.674	0	0
1012	5/29/2015	7:55:03	96329.156	96569	96688.297	-5200	0	28	8992.484	-5524.325	0.852	0	0
1011	5/29/2015	8:00:03	96359.125	96713.922	96745.961	-200	0	8	8839.481	-6094.61	0.823	0	0
