SEL2	411 VAR CTRL			Date: 06/01	/2015   Tim	e: 20:11:56							
BIG	BLUE 161KV												
													
#	DATE	TIME	VA_MAG	VB_MAG	VC_MAG	MV10	SC01	SC02	P	Q	PF	MV32	MV27
1010	5/29/2015	8:05:03	97308.008	97235.031	97562.562	-1450	0	13	10200.29	2391.542	0.974	0	0
1009	5/29/2015	8:10:03	96675.719	96467.789	96763.156	-3200	0	20	10940.285	-5022.746	0.909	0	0
1008	5/29/2015	8:15:03	97019.133	96802.469	96911.875	300	0	6	11855.771	-2352.35	0.981	0	0
1007	5/29/2015	8:20:03	96739.18	97110.062	96944.406	-4700	0	26	14187.056	-3495.957	0.971	1	0
1006	5/29/2015	8:25:03	96708.344	96511.5	96602.687	-4700	0	26	13530.585	-6511.326	0.901	0	0
1005	5/29/2015	8:30:03	96447.531	96407.109	96656.484	-4700	0	26	14208.612	-6120.205	0.918	0	0
1004	5/29/2015	8:35:03	96553.164	96894.711	96598.68	-4700	0	26	15485.07	-5570.772	0.941	0	0
1003	5/29/2015	8:40:03	96827.906	96648.477	96905.852	-4700	0	26	16742.844	-5519.913	0.95	0	0
1002	5/29/2015	8:45:03	96502.211	96901.719	96706.375	-4700	0	26	15823.168	-6489.127	0.925	0	0
1001	5/29/2015	8:50:03	96538.656	96701.43	96892.953	-4700	0	26	17323.99	-6644.774	0.934	0	0
1000	5/29/2015	8:55:03	96458.398	96777.312	96831.141	-4700	0	26	19586.795	-8559.704	0.916	0	0
999	5/29/2015	9:00:03	96668.242	96740.227	97011.531	-4700	0	26	20549.639	-7743.864	0.936	0	0
998	5/29/2015	9:05:03	96902.234	96699.781	96820.875	-4700	0	26	21028.994	-7360.229	0.944	0	0
997	5/29/2015	9:10:03	96658.734	96656.437	96845.82	-4700	0	26	19835.051	-6751.513	0.947	0	0
996	5/29/2015	9:15:03	96436.187	96737.773	96756.961	-4700	0	26	17782.141	-6041.293	0.947	0	0
995	5/29/2015	9:20:03	96727.609	96831.492	96535.602	-4700	0	26	16437.453	-6930.967	0.921	0	0
994	5/29/2015	9:25:03	96783.984	96607.211	96783.016	-4700	0	26	17199.627	-7291.32	0.921	0	0
993	5/29/2015	9:30:03	96766.367	97008.641	96686.078	-4700	0	26	16837.68	-5839.403	0.945	0	0
992	5/29/2015	9:35:03	96774.828	96770.492	96974.039	-4700	0	26	18109.621	-7640.707	0.921	0	0
991	5/29/2015	9:40:03	96771.555	96690.484	96928.266	-4700	0	26	18495.473	-8265.271	0.913	0	0
990	5/29/2015	9:45:03	96794.961	96961.219	96664.867	-4700	0	26	19071.613	-7220.479	0.935	0	0
989	5/29/2015	9:50:03	96921.477	97027.07	96715.945	-4700	0	26	17900.49	-6102.823	0.947	0	0
988	5/29/2015	9:55:03	96610.422	97068.055	96816.57	-4700	0	26	19907.77	-6978.179	0.944	0	0
987	5/29/2015	10:00:03	96678.297	96993.078	96797.969	-4700	0	26	17532.838	-6782.128	0.933	0	0
986	5/29/2015	10:05:03	96562.383	96729.547	96964.883	-4700	0	26	18410.525	-8319.105	0.911	0	0
985	5/29/2015	10:10:03	96642.953	97022.359	96630.398	-4700	0	26	18871.66	-7162.639	0.935	0	0
984	5/29/2015	10:15:03	96772.195	96654.109	96743.375	-4700	0	26	20916.902	-6575.24	0.954	0	0
983	5/29/2015	10:20:03	96605.93	96602.016	96846.664	-4700	0	26	19397.596	-7356.715	0.935	0	0
982	5/29/2015	10:25:03	96474.672	96804.445	96465.352	-4700	0	26	16857.973	-7643.819	0.911	0	0
981	5/29/2015	10:30:03	96678.93	96592.227	96510.82	-4700	0	26	14960.261	-6288.752	0.922	0	0
980	5/29/2015	10:35:03	96625.094	96809	96501.766	-4700	0	26	13949.525	-6044.175	0.918	0	0
979	5/29/2015	10:40:03	96399	96682.344	96733.375	-4700	0	26	14463.246	-5149.721	0.942	0	0
978	5/29/2015	10:45:03	96477.18	96752.437	96439.609	-4700	0	26	14371.513	-5710.725	0.929	0	0
977	5/29/2015	10:50:03	96278.578	96795.453	96499.43	-4700	0	26	12358.609	-6336.349	0.89	0	0
976	5/29/2015	10:55:03	96622.281	96758.648	96479.094	-2200	0	16	11210.821	-5867.898	0.886	0	0
975	5/29/2015	11:00:03	96642.406	96701.25	96425.18	-950	0	11	13548.735	-5427.723	0.928	0	0
974	5/29/2015	11:05:03	96613.312	96459.703	96568.211	-950	0	11	14976.495	-5767.387	0.933	0	0
973	5/29/2015	11:10:03	96678.133	96787.586	96535.477	-5450	0	29	23338.627	-4817.146	0.979	0	0
972	5/29/2015	11:15:03	96584.086	96439.008	96365.68	-9450	0	45	28983.287	-8980.147	0.955	0	0
971	5/29/2015	11:20:03	96463.031	96403.695	96306.695	-9950	0	47	29361.641	-10719.208	0.939	0	0
970	5/29/2015	11:25:03	96481.82	96387.008	96451.797	-9950	0	47	25807.256	-8880.069	0.946	0	0
969	5/29/2015	11:30:03	96484.391	96356.625	96324.703	-9950	0	47	26448.109	-8722.522	0.95	0	0
968	5/29/2015	11:35:03	96295.25	96554.5	96210.148	-9950	0	47	28365.146	-8281.348	0.96	0	0
967	5/29/2015	11:40:03	96447.797	96330.547	96323.234	-10200	0	48	23591.461	-6896.438	0.96	0	0
966	5/29/2015	11:45:03	96277.187	96395.219	96138.078	-10200	0	48	23409.383	-7944.279	0.947	0	0
965	5/29/2015	11:50:03	95948.391	96470.32	96285.844	-10200	0	48	24012.457	-7922.954	0.95	0	0
964	5/29/2015	11:55:03	96097.539	96248.305	95950.219	-10200	0	48	27593.744	-7826.327	0.962	0	0
963	5/29/2015	12:00:03	96088.453	96166.961	95958.805	-10200	0	48	20587.031	-5473.032	0.966	0	0
962	5/29/2015	12:05:03	95741.023	95743.93	95595.164	-10200	0	48	13023.867	-4496.529	0.945	0	0
961	5/29/2015	12:10:03	95732.648	95729.984	95610.703	-10200	0	48	6924.681	-2558.679	0.938	1	0
960	5/29/2015	12:15:03	95335.273	95573.625	95739.984	-10200	0	48	8176.254	-3326.824	0.926	1	0
959	5/29/2015	12:20:03	95206.516	95732.883	95554.578	-10200	0	48	5281.075	-2742.687	0.887	0	0
958	5/29/2015	12:25:03	95515.594	95420.336	95636.266	1800	0	0	2970.312	-2001.446	0.829	0	0
957	5/29/2015	12:30:03	96059.602	96259.844	95992.43	1800	0	0	2545.716	6784.307	0.351	0	0
956	5/29/2015	12:35:03	96007.945	95978.219	95998.172	1800	0	0	1920.988	5901.267	0.31	0	0
955	5/29/2015	12:40:03	95861.367	95884.492	95792.461	1800	0	0	1615.78	5543.8	0.28	0	0
954	5/29/2015	12:45:03	95403.602	95846.437	95701.719	1800	0	0	1402.942	5231.768	0.259	0	0
953	5/29/2015	12:50:03	95041.5	95280.266	95503.75	1800	0	0	726.393	4832.372	0.149	0	0
952	5/29/2015	12:55:03	95589.773	95824.195	96081.469	1800	0	0	2569.614	6490.613	0.368	0	0
951	5/29/2015	13:00:03	95261.836	95700.164	95660.008	1800	0	0	1395.335	5073.378	0.265	0	0
950	5/29/2015	13:05:03	95709.484	95687.172	95623.914	1800	0	0	1235.634	4868.644	0.246	0	0
949	5/29/2015	13:10:03	95238.195	95477.953	95246.477	1800	0	0	171.526	3526.115	0.049	0	0
948	5/29/2015	13:15:03	95221.219	95205.164	95249.656	1800	0	0	506.494	3673.704	0.137	0	0
947	5/29/2015	13:20:03	94701.219	94787.172	95097.055	1800	0	0	-52.704	3051.856	-0.017	0	0
946	5/29/2015	13:25:03	94789.422	94734.172	94942.227	1800	0	0	-276.864	3323.681	-0.083	0	0
945	5/29/2015	13:30:03	94551.031	94964.453	95017.844	1800	0	0	-208.726	3663.63	-0.057	0	0
944	5/29/2015	13:35:03	94492.445	94900.117	94749.93	1800	0	0	-185.856	3527.146	-0.053	0	0
943	5/29/2015	13:40:03	94814.797	94870.898	94805	1800	0	0	-224.873	3447.673	-0.065	0	0
942	5/29/2015	13:45:03	94902.633	94793.211	95107.109	1800	0	0	853.013	4306.133	0.194	0	0
941	5/29/2015	13:50:03	94891.352	95207.781	95004.234	1800	0	0	1152.715	5290.982	0.213	0	0
940	5/29/2015	13:55:03	95372.531	95231.383	95528.094	1800	0	0	3140.167	6827.601	0.418	0	0
939	5/29/2015	14:00:03	95276.078	95456.852	95782.828	-1700	0	14	4796.614	9622.492	0.446	0	0
938	5/29/2015	14:05:03	95432.859	95550.867	95400.125	-6700	0	34	5197.82	10192.927	0.454	0	0
937	5/29/2015	14:10:03	94555.922	94492.414	94677.57	-8950	0	43	6968.986	-1106.268	0.988	1	0
936	5/29/2015	14:15:03	94410.516	94776.375	94938.492	-8950	0	43	9332.886	-1716.298	0.984	1	0
935	5/29/2015	14:20:03	94588.508	94503.734	94778.703	-8950	0	43	8647.057	-2090.12	0.972	1	0
934	5/29/2015	14:25:03	94792.187	94764	94822.156	1800	0	0	10840.862	-2240.403	0.979	0	0
933	5/29/2015	14:30:03	95416.961	95300.258	95299.68	-450	0	9	12297.592	2863.393	0.974	0	0
932	5/29/2015	14:35:03	95118.234	95475	95466.109	-3200	0	20	11015.712	3641.598	0.949	1	0
931	5/29/2015	14:40:03	94762.617	95141.258	94866.859	-5200	0	28	9537.749	-2216.487	0.974	1	0
930	5/29/2015	14:45:03	94690.844	95088.539	94963.383	-5950	0	31	10849.76	-2321.802	0.978	0	0
929	5/29/2015	14:50:03	94698.547	94946.086	95092.937	-6200	0	32	11334.374	-2552.605	0.976	0	0
928	5/29/2015	14:55:03	94757.508	94905.336	94736.375	-6450	0	33	11294.935	-2932.412	0.968	0	0
927	5/29/2015	15:00:03	94898.602	94760.547	94994.648	-6700	0	34	13071.854	-2364.515	0.984	0	0
926	5/29/2015	15:05:03	94645.484	94811.812	95082.312	-6700	0	34	16743.656	-2831.845	0.986	0	0
925	5/29/2015	15:10:03	94594.367	94927.289	94794.727	-6700	0	34	15605.594	-2185.773	0.99	0	0
924	5/29/2015	15:15:03	94590.594	94859.781	94730.93	-6700	0	34	17694.828	-2701.859	0.989	0	0
923	5/29/2015	15:20:03	94498.461	94491.969	94787.492	-6700	0	34	19378.988	-4000.531	0.979	0	0
922	5/29/2015	15:25:03	94374.273	94737.648	94705.891	-6700	0	34	18670.166	-3634.803	0.982	0	0
921	5/29/2015	15:30:03	94439.984	94849.023	94621.812	-6700	0	34	16026.55	-2552.698	0.988	0	0
920	5/29/2015	15:35:03	94577.953	94570.797	94919.906	-6700	0	34	14080.131	-2064.414	0.989	0	0
919	5/29/2015	15:40:03	94646.133	94845.766	94633.914	-6700	0	34	12903.664	-1848.606	0.99	0	0
918	5/29/2015	15:45:03	94546.359	94479.766	94845.266	-6700	0	34	12354.614	-2420.07	0.981	0	0
917	5/29/2015	15:50:03	94290.664	94732.125	94518.141	-6450	0	33	12659.856	-2374.905	0.983	0	0
916	5/29/2015	15:55:03	94313.117	94447.898	94330.883	-3200	0	20	12514.814	-2119.542	0.986	0	0
915	5/29/2015	16:00:03	94280.477	94397.266	94759.062	-1450	0	13	12036.188	-3176.06	0.967	0	0
914	5/29/2015	16:05:03	94465.406	94711.367	94574.633	-1450	0	13	15615.395	-2328.98	0.989	0	0
913	5/29/2015	16:10:03	94413.953	94800.18	94650.477	-1450	0	13	15189.641	-1981.786	0.992	0	0
912	5/29/2015	16:15:03	94295.523	94657.656	94733.281	-1450	0	13	15319.998	-3038.791	0.981	0	0
911	5/29/2015	16:20:03	94276.367	94639.883	94564.148	-1450	0	13	14287.658	-2297.241	0.987	0	0
910	5/29/2015	16:25:03	94530.836	94703.75	95015.109	-1200	0	12	16957.088	-699.63	0.999	0	0
909	5/29/2015	16:30:03	94563.664	94511	94459.922	-4200	0	24	14405.952	-3147.506	0.977	0	0
908	5/29/2015	16:35:03	94343.328	94409.375	94697.062	-4200	0	24	12846.211	-2243.773	0.985	0	0
907	5/29/2015	16:40:03	94291.633	94634.672	94567.883	-2200	0	16	12889.257	-1568.469	0.993	0	0
906	5/29/2015	16:45:03	94337.031	94435.187	94342.5	2550	3	0	11284.736	-1725.445	0.989	0	0
905	5/29/2015	16:50:03	94996.617	95291.562	95075.328	4550	11	0	12725.489	6749.634	0.883	0	0
904	5/29/2015	16:55:03	95463.422	95350.312	95645.055	-450	0	9	19123.85	9966.16	0.887	0	0
903	5/29/2015	17:00:03	95265.727	95402.414	95727.164	-5450	0	29	17076.584	9178.949	0.881	0	0
902	5/29/2015	17:05:03	94238.719	94599.578	94362.383	-6200	0	32	14408.089	-2159.491	0.989	0	0
901	5/29/2015	17:10:03	94389.508	94422.18	94339.461	-1200	0	12	15955.4	-2786.422	0.985	0	0
900	5/29/2015	17:15:03	94082.797	94078.758	94421.477	3800	8	0	11830.36	-1219.441	0.995	0	0
899	5/29/2015	17:20:03	94997.437	95134.75	94988.969	3300	6	0	8705.005	11466.644	0.605	0	0
898	5/29/2015	17:25:03	94879.68	94804.937	95165.852	-1700	0	14	7558.9	11386.786	0.553	0	0
897	5/29/2015	17:30:03	94185.234	94281.797	94217.641	-5200	0	28	8067.038	2506.001	0.955	1	0
896	5/29/2015	17:35:03	93822.766	93737.578	93751.953	-2700	0	18	5440.836	-743.102	0.991	0	0
895	5/29/2015	17:40:03	94312.883	94647.945	94480.312	1550	0	1	3303.388	7838.634	0.388	0	0
894	5/29/2015	17:45:03	94119.875	93952	94308.156	1800	0	0	1981.363	6022.467	0.313	0	0
893	5/29/2015	17:50:03	93702.234	93910.461	93813.484	1800	0	0	2228.147	5755.605	0.361	0	0
892	5/29/2015	17:55:03	93620.211	93869.805	93724.719	1800	0	0	912.868	4129.179	0.216	0	0
891	5/29/2015	18:00:03	93500.945	93660.352	94015.758	1800	0	0	189.823	3643.5	0.052	0	0
890	5/29/2015	18:05:03	93333.156	93696.266	93640.141	1800	0	0	-276.633	2879.088	-0.096	0	0
889	5/29/2015	18:10:03	93475.031	93640.703	93992.477	1800	0	0	-192.156	2918.32	-0.066	0	0
888	5/29/2015	18:15:03	93399.078	93838.461	93723.383	1800	0	0	106.04	3226.385	0.033	0	0
887	5/29/2015	18:20:03	93362.703	93807.164	93902.547	1800	0	0	-270.417	2653.888	-0.101	0	0
886	5/29/2015	18:25:03	93600.164	93565.109	94014.383	1800	0	0	-417.961	2433.907	-0.169	0	0
885	5/29/2015	18:30:03	93710.547	93606.133	93772.086	1800	0	0	-51.66	2631.349	-0.02	0	0
884	5/29/2015	18:35:03	93510.18	93407.617	93761.555	1800	0	0	-269.073	2584.676	-0.104	0	0
883	5/29/2015	18:40:03	93266.562	93621.18	93562.125	1800	0	0	-513.379	2662.246	-0.189	0	0
882	5/29/2015	18:45:03	93332.859	93508.836	93371.672	1800	0	0	-19.669	3324.984	-0.006	0	0
881	5/29/2015	18:50:03	93170.219	93438.164	93312.055	1800	0	0	-101.813	3181.698	-0.032	0	0
880	5/29/2015	18:55:03	93020.055	93321.891	93178.883	1800	0	0	-71.214	3162.436	-0.023	0	0
879	5/29/2015	19:00:03	92960.18	92805.477	92912.891	1800	0	0	-56.095	3516.203	-0.016	0	0
878	5/29/2015	19:05:03	92831.281	92832.195	92851.187	1800	0	0	32.85	3127.472	0.011	0	0
877	5/29/2015	19:10:03	92565.586	92669.641	93066.594	1800	0	0	-332.89	3003.562	-0.11	0	0
876	5/29/2015	19:15:04	92505.5	92847.797	92990.992	1800	0	0	-201.578	3082.863	-0.065	0	0
875	5/29/2015	19:20:03	92419.305	92731.359	92992.32	1800	0	0	-356.917	2585.896	-0.137	0	0
874	5/29/2015	19:25:03	92428.633	92751.023	92738.672	1800	0	0	-233.513	2688.363	-0.087	0	0
873	5/29/2015	19:30:03	92547.32	92554.273	92645.305	1800	0	0	-151.433	3030.834	-0.05	0	0
872	5/29/2015	19:35:03	92535.234	92436.375	92908.539	1800	0	0	-20.726	3309.927	-0.006	0	0
871	5/29/2015	19:40:03	92424.055	92328.992	92745.391	1800	0	0	-96.145	3047.816	-0.032	0	0
870	5/29/2015	19:45:03	93508.984	93472.203	93506.492	1800	0	0	-269.103	3150.313	-0.085	0	0
869	5/29/2015	19:50:03	93348.25	93498.57	93439.539	1800	0	0	-183.77	3164.911	-0.058	0	0
868	5/29/2015	19:55:03	92988.266	93177.094	93395.969	1800	0	0	-298.551	3286.665	-0.09	0	0
867	5/29/2015	20:00:03	93206.336	93160.203	93643.031	1800	0	0	-2.368	3475.848	-0.001	0	0
866	5/29/2015	20:05:03	93344.516	93300.852	93326.805	1800	0	0	-155.707	3341.524	-0.047	0	0
865	5/29/2015	20:10:03	92976.578	93003.93	93436.359	1800	0	0	-203.515	3411.228	-0.06	0	0
864	5/29/2015	20:15:03	93092.648	93280.164	93245.484	1800	0	0	-191.689	3513.059	-0.054	0	0
863	5/29/2015	20:20:03	93041.258	93144.711	93086.539	1800	0	0	-273.58	3295.66	-0.083	0	0
862	5/29/2015	20:25:03	93017.859	93219.875	93187.531	1800	0	0	-280.672	3374.381	-0.083	0	0
861	5/29/2015	20:30:03	93062.617	92847.117	93348.82	1800	0	0	-225.332	3195.347	-0.07	0	0
860	5/29/2015	20:35:03	93031.992	92703.062	93036.523	1800	0	0	-61.231	3585.832	-0.017	0	0
859	5/29/2015	20:40:03	92897.273	93013.516	93354.531	1800	0	0	-123.031	3308.508	-0.037	0	0
858	5/29/2015	20:45:03	92920.461	93114.609	93302.156	1800	0	0	-81.824	3502.369	-0.023	0	0
857	5/29/2015	20:50:03	92987.227	93073.102	93068.812	1800	0	0	59.013	3183.46	0.019	0	0
856	5/29/2015	20:55:03	92891.273	93043.984	93243.039	1800	0	0	-63.648	3259.593	-0.02	0	0
855	5/29/2015	21:00:03	93289.82	92926.695	93231.414	1800	0	0	311.164	3630.561	0.085	0	0
854	5/29/2015	21:05:03	93313.516	93253.477	93314.687	1800	0	0	786.73	4294.188	0.18	0	0
853	5/29/2015	21:10:04	93379.07	93351.711	93336.055	1800	0	0	1038.215	4504.11	0.225	0	0
852	5/29/2015	21:15:03	93390.719	93289.211	93295.437	1800	0	0	391.545	3554.397	0.109	0	0
851	5/29/2015	21:20:03	93399.211	93205.227	93235.977	1800	0	0	182.61	3158.124	0.058	0	0
850	5/29/2015	21:25:03	93093.5	92961.367	93451.531	1800	0	0	278.062	3367.749	0.082	0	0
849	5/29/2015	21:30:03	93162.43	93173.359	93177.359	1800	0	0	935.628	3917.262	0.232	0	0
848	5/29/2015	21:35:03	93297.945	93246.352	93229.422	1800	0	0	732.864	3960.814	0.182	0	0
847	5/29/2015	21:40:03	93216.773	93071.992	93553.578	1800	0	0	367.788	3658.812	0.1	0	0
846	5/29/2015	21:45:03	93354.82	93009.695	93552.062	1800	0	0	1516.741	4762.032	0.303	0	0
845	5/29/2015	21:50:04	93486.133	93054.367	93374.055	1800	0	0	1119.115	4560.542	0.238	0	0
844	5/29/2015	21:55:03	93072.68	93162.516	93173.844	1800	0	0	213.473	3713.538	0.057	0	0
843	5/29/2015	22:00:03	93401.766	93085.977	93301.148	1800	0	0	-61.682	3051.178	-0.02	0	0
842	5/29/2015	22:05:04	93360.055	92945.617	93340.43	1800	0	0	-293.427	3020.444	-0.097	0	0
841	5/29/2015	22:10:03	93018.383	92665.562	93110	1800	0	0	572.695	3314.724	0.17	0	0
840	5/29/2015	22:15:03	92896.797	93040.148	93159.023	1800	0	0	929.017	4173.454	0.217	0	0
839	5/29/2015	22:20:03	93170.328	93002.367	93495.359	1800	0	0	668.06	4061.212	0.162	0	0
838	5/29/2015	22:25:03	93176.937	93311.242	93578.695	1800	0	0	2339.653	6350.519	0.346	0	0
837	5/29/2015	22:30:03	94137.469	93953.836	94019.062	-2200	0	16	6191.223	9445.538	0.548	0	0
836	5/29/2015	22:35:03	93645.391	93789.664	93799.953	-6200	0	32	8793.105	3280.438	0.937	1	0
835	5/29/2015	22:40:03	93511.914	93450.203	93934.078	-2200	0	16	12116.88	-904.832	0.997	0	0
834	5/29/2015	22:45:04	94314.711	94105.664	94182.297	2050	1	0	15495.968	6566.616	0.921	0	0
833	5/29/2015	22:50:03	95028.602	94602.664	94968.547	-2950	0	19	16827.201	11106.131	0.835	0	0
832	5/29/2015	22:55:03	94127.008	94024.562	94520.25	-7450	0	37	16678.547	6207.514	0.937	0	0
831	5/29/2015	23:00:03	94221.516	93756.687	94240.727	-2700	0	18	19490.686	1765.048	0.996	0	0
830	5/29/2015	23:05:04	94575.5	94500.281	94432.164	2300	2	0	21554.27	5493.507	0.969	0	0
829	5/29/2015	23:10:03	94904.312	94756.156	95245.922	1050	0	3	20835.537	9953.875	0.902	0	0
828	5/29/2015	23:15:03	94633.258	94723.133	94919.633	-1950	0	15	21306.617	9910.766	0.907	0	0
827	5/29/2015	23:20:03	94493.023	94039.719	94481.094	-700	0	10	27142.6	3207.35	0.993	0	0
826	5/29/2015	23:25:04	94224.406	94375.594	94398.18	1800	0	0	-128.76	3342.933	-0.038	0	0
825	5/29/2015	23:30:03	94582.867	94731.898	94961.805	1800	0	0	-239.315	3162.816	-0.075	0	0
824	5/29/2015	23:35:03	95812.742	95767.781	95659.07	-1200	0	12	21799.381	9064.669	0.923	0	0
823	5/29/2015	23:40:04	95010.312	94952.148	95387.07	-5950	0	31	32405.357	2014.986	0.998	1	0
822	5/29/2015	23:45:03	93901.602	94047.57	94134.406	-5200	0	28	33682.82	-6602.612	0.981	0	0
821	5/29/2015	23:50:03	94193.586	93806.883	94032.547	-200	0	8	30230.545	-5559.239	0.984	0	0
820	5/29/2015	23:55:03	94863.914	94489.922	94702.586	4800	12	0	29441.182	1890.776	0.998	1	0
819	5/30/2015	0:00:04	94615.609	94371.969	94870.68	4800	12	0	30580.129	1840.125	0.998	0	0
818	5/30/2015	0:05:03	95237.828	94875.766	95313.219	1550	0	1	27536.68	6985.394	0.969	0	0
817	5/30/2015	0:10:03	95263.609	95222.281	95185.992	-3450	0	21	26583.535	8136.144	0.956	0	0
816	5/30/2015	0:15:04	94538.961	94482.875	94395.344	-6450	0	33	29337.592	-2213.438	0.997	0	0
815	5/30/2015	0:20:04	93997.359	93949.992	94409.961	-1450	0	13	28917.65	-6969.568	0.972	0	0
814	5/30/2015	0:25:03	94350.719	94475.977	94382.672	3550	7	0	25983.135	-4561.647	0.985	1	0
813	5/30/2015	0:30:03	95881.281	95503.094	95663.789	1800	0	0	28300.125	7866.96	0.963	0	0
812	5/30/2015	0:35:03	95774.852	95900.164	95795.25	-3200	0	20	26367.734	8079.307	0.956	0	0
811	5/30/2015	0:40:04	95191.18	95191.414	95083.422	-8200	0	40	27344.463	1153.907	0.999	1	0
810	5/30/2015	0:45:03	94639.437	94296.367	94802.484	-10200	0	48	27004.664	-6698.066	0.971	0	0
809	5/30/2015	0:50:03	94498.797	94679.398	94665.523	-10200	0	48	27356.059	-6157.116	0.976	0	0
808	5/30/2015	0:55:04	94361.07	94411.695	94791.937	-10200	0	48	20205.584	-4679.473	0.974	0	0
807	5/30/2015	1:00:03	94689.352	94637.437	94889.75	-10200	0	48	21057.248	-3870.646	0.984	0	0
806	5/30/2015	1:05:04	94510.781	94566.734	94552.07	-9950	0	47	20947.062	-3564.491	0.986	0	0
805	5/30/2015	1:10:04	94496.859	94589.781	94566.695	-9950	0	47	17901.627	-4320.688	0.972	1	0
804	5/30/2015	1:15:04	94733.727	94658.297	94625.055	-10200	0	48	16384.221	-3334.793	0.98	0	0
803	5/30/2015	1:20:03	94437.43	94609.32	94736.609	-10200	0	48	17850.439	-4663.687	0.968	0	0
802	5/30/2015	1:25:03	95413.336	95567.523	95751.859	1800	0	0	1692.141	2105.783	0.626	0	0
801	5/30/2015	1:30:04	95651.992	95714.414	95964.359	-1950	0	15	19374.031	5312.683	0.964	0	0
800	5/30/2015	1:35:03	94336.383	94519.5	94486.625	-5450	0	29	15431.768	-2749.334	0.984	0	0
799	5/30/2015	1:40:03	94320.594	94495.742	94528.969	-450	0	9	17808.846	-2143.952	0.993	0	0
798	5/30/2015	1:45:04	94342.656	94050.594	94472.359	4300	10	0	20113.32	-3029.726	0.989	1	0
797	5/30/2015	1:50:03	94259.492	94461.383	94478.687	9300	30	0	24527.357	-4133.029	0.986	1	0
796	5/30/2015	1:55:04	95166.164	95284.078	95573.469	5800	16	0	30165.205	6572.151	0.977	0	0
795	5/30/2015	2:00:04	95459.133	95457.047	95387.383	800	0	4	33657.551	5480.334	0.987	0	0
794	5/30/2015	2:05:04	95672.375	95276.867	95737.953	-4200	0	24	35035.457	4675.341	0.991	0	0
793	5/30/2015	2:10:03	95187.805	94818.023	95316.945	-9200	0	44	35021.113	1506.299	0.999	1	0
792	5/30/2015	2:15:03	93907.992	93828.234	94302.687	-4950	0	27	35170.227	-7169.675	0.98	0	0
791	5/30/2015	2:20:04	94159.992	93840.414	94092.875	50	0	7	35165.668	-7717.233	0.977	1	0
790	5/30/2015	2:25:04	95258.672	94869.484	95269.5	1800	0	0	35502.25	4960.689	0.99	0	0
789	5/30/2015	2:30:04	95299.75	95213.656	95136.812	-3200	0	20	35193.418	4730.887	0.991	0	0
788	5/30/2015	2:35:04	94700.305	94316.898	94805.953	-5200	0	28	35502.051	1781.743	0.999	1	0
787	5/30/2015	2:40:04	94315.398	93968.258	94190.187	-950	0	11	35070.887	-3636.747	0.995	0	0
786	5/30/2015	2:45:04	95254.617	94854.445	95309.586	-1450	0	13	35127.598	4790.139	0.991	0	0
785	5/30/2015	2:50:04	95817.555	95337.594	95728.836	-6450	0	33	35618.25	4988.558	0.99	0	0
784	5/30/2015	2:55:04	95022.703	94659.984	94833.258	-10200	0	48	35029.766	-8963.738	0.969	0	0
783	5/30/2015	3:00:04	95016.453	95027.789	95406.109	-10200	0	48	23810.658	-7174.56	0.957	0	0
782	5/30/2015	3:05:04	94957.461	95027.984	94887.633	-10200	0	48	34962.25	-9572.755	0.965	0	0
781	5/30/2015	3:10:04	94806.375	94895.375	95190.133	-10200	0	48	34888.867	-10586.446	0.957	0	0
780	5/30/2015	3:15:04	95242.109	94862.484	95045	-10200	0	48	35054.109	-9200.223	0.967	0	0
779	5/30/2015	3:20:03	95427.945	95072.477	95210.305	-10200	0	48	34629.523	-8562.957	0.971	0	0
778	5/30/2015	3:25:04	95067.797	94901.461	95346.297	-10200	0	48	35147.172	-9887.187	0.963	0	0
777	5/30/2015	3:30:04	94861.445	95084.656	95112.422	-10200	0	48	34788.484	-10546.374	0.957	0	0
776	5/30/2015	3:35:04	95337.289	95017.523	95083.937	-10200	0	48	35110.016	-9231.898	0.967	0	0
775	5/30/2015	3:40:03	95366.328	95138.641	95138.82	-10200	0	48	35039.664	-9665.533	0.964	0	0
774	5/30/2015	3:45:04	95289.742	95303.867	95597.07	-10200	0	48	35018.676	-9018.556	0.968	0	0
773	5/30/2015	3:50:03	95358.531	94973.734	95427.664	-10200	0	48	35138.402	-10345.056	0.959	0	0
772	5/30/2015	3:55:04	95482.539	95260.219	95223.914	-10200	0	48	34853.008	-9620.389	0.964	0	0
771	5/30/2015	4:00:04	94997.344	95145.07	95337.219	-10200	0	48	34993.574	-9472.997	0.965	0	0
770	5/30/2015	4:05:04	95691.906	95379.062	95828.844	-10200	0	48	35242.027	-10480.999	0.959	0	0
769	5/30/2015	4:10:03	95534.242	95719.758	95865.18	-10200	0	48	34896.68	-11810.165	0.947	0	0
768	5/30/2015	4:15:04	95780.492	95530.656	95985.687	-10200	0	48	35009.938	-10227.251	0.96	0	0
767	5/30/2015	4:20:04	95424.719	95100.523	95443.367	-10200	0	48	35053.887	-11203.536	0.953	0	0
766	5/30/2015	4:25:04	95780.016	95522.25	95949.648	-10200	0	48	17447.291	-5028.918	0.961	1	0
765	5/30/2015	4:30:04	95188.883	95396.133	95486.703	-10200	0	48	33878.902	-9003.517	0.966	0	0
764	5/30/2015	4:35:04	95198.852	95060.117	94953.281	-10200	0	48	35022.992	-8407.746	0.972	0	0
